SimulationID,NodeID,NodeType,EnergyConsumed,TransmittedDistance,X,Y,NeighborsCount,Goodness
1,37,Benevolent Server,"91,62484","9162,48",15.31,69.5,3,"1,00"
1,38,Benevolent Server,"69,47296","6947,30",46.57,62.81,2,"1,00"
1,39,Benevolent Server,"65,01346","6501,35",52.97,30.47,5,"1,00"
1,40,Benevolent Server,"85,81631","8581,63",57.22,21.89,2,"1,00"
1,41,Benevolent Server,"56,18471","5618,47",91.5,51.41,6,"1,00"
1,42,Benevolent Server,"47,65297","4765,30",37.1,61.44,6,"1,00"
1,43,Benevolent Server,"60,73527","6073,53",69.67,55.83,4,"1,00"
1,44,Benevolent Server,"28,09465","2809,47",53.8,64.31,4,"1,00"
1,45,Benevolent Server,"104,52649","10452,65",32.76,88.2,7,"1,00"
1,46,Benevolent Server,"21,46623","2146,62",35.14,48.68,2,"1,00"
1,47,Benevolent Server,"61,34904","6134,90",81.24,88.35,8,"1,00"
1,48,Benevolent Server,"95,21772","9521,77",92.76,79.64,2,"1,00"
1,49,Benevolent Server,"56,46718","5646,72",10.38,39.51,3,"1,00"
1,50,Benevolent Server,"71,06188","7106,19",12.5,28.49,3,"1,00"
1,51,Benevolent Server,"88,42606","8842,61",51.99,62.22,5,"1,00"
1,52,Benevolent Server,"67,28107","6728,11",91.45,47.49,7,"1,00"
1,53,Benevolent Server,"67,10750","6710,75",29.99,8.04,4,"1,00"
1,54,Benevolent Server,"87,54755","8754,76",34.24,57.56,6,"1,00"
1,55,Benevolent Server,"72,23626","7223,63",52.9,54.65,8,"1,00"
1,56,Benevolent Server,"26,26789","2626,79",77.78,18.49,5,"1,00"
1,57,Benevolent Server,"35,07139","3507,14",29.66,83.17,3,"1,00"
1,58,Benevolent Server,"47,92506","4792,51",17.97,90.72,5,"1,00"
1,59,Benevolent Server,"23,32783","2332,78",69.98,88.85,3,"1,00"
1,60,Benevolent Server,"19,82416","1982,42",97.4,57.15,8,"1,00"
1,61,Benevolent Server,"27,26655","2726,65",56.0,5.33,6,"1,00"
1,62,Benevolent Server,"55,38925","5538,92",45.05,95.64,5,"1,00"
1,63,Benevolent Server,"14,53442","1453,44",91.38,75.78,8,"1,00"
1,64,Benevolent Server,"54,18468","5418,47",95.13,54.43,6,"1,00"
1,65,Benevolent Server,"54,27965","5427,96",88.01,95.08,3,"1,00"
1,66,Benevolent Server,"105,72381","10572,38",90.54,34.51,2,"1,00"
1,67,Benevolent Server,"115,52137","11552,14",15.38,54.89,5,"1,00"
1,68,Benevolent Server,"30,57686","3057,69",23.16,36.31,6,"1,00"
1,69,Benevolent Server,"33,90591","3390,59",58.01,23.33,5,"1,00"
1,70,Benevolent Server,"19,60674","1960,67",83.55,67.0,2,"1,00"
1,71,Relay/Other,"75,87461","7587,46",49.08,59.9,1,"-1,00"
1,72,Relay/Other,"68,72490","6872,49",16.2,83.97,6,"-1,00"
1,73,Relay/Other,"20,03601","2003,60",35.11,31.58,8,"-1,00"
1,74,Relay/Other,"40,53211","4053,21",71.87,44.65,7,"-1,00"
1,75,Relay/Other,"56,44398","5644,40",79.34,95.15,7,"-1,00"
1,76,Relay/Other,"63,43501","6343,50",82.21,59.4,3,"-1,00"
1,77,Relay/Other,"35,54588","3554,59",85.28,96.72,2,"-1,00"
1,78,Relay/Other,"93,24108","9324,11",38.07,2.64,5,"-1,00"
1,79,Relay/Other,"53,54063","5354,06",70.18,74.5,3,"-1,00"
1,80,Relay/Other,"50,50195","5050,19",29.79,49.1,5,"-1,00"
1,81,Relay/Other,"59,37565","5937,56",55.69,46.49,1,"-1,00"
1,82,Relay/Other,"43,75134","4375,13",30.82,63.49,8,"-1,00"
1,83,Relay/Other,"37,40722","3740,72",29.62,19.22,4,"-1,00"
1,84,Relay/Other,"32,85805","3285,80",49.33,95.18,6,"-1,00"
1,85,Relay/Other,"65,87523","6587,52",85.36,62.29,8,"-1,00"
1,86,Relay/Other,"119,92236","11992,24",37.83,72.36,1,"-1,00"
1,87,Relay/Other,"46,64806","4664,81",7.62,32.69,3,"-1,00"
1,88,Relay/Other,"21,52542","2152,54",36.67,63.08,6,"-1,00"
1,89,Relay/Other,"19,69652","1969,65",63.34,9.38,4,"-1,00"
1,90,Relay/Other,"45,37055","4537,06",11.07,74.25,6,"-1,00"
1,91,Relay/Other,"111,54376","11154,38",67.76,30.9,6,"-1,00"
1,92,Relay/Other,"32,16152","3216,15",81.04,3.24,5,"-1,00"
1,93,Relay/Other,"46,60617","4660,62",34.67,89.44,2,"-1,00"
1,94,Relay/Other,"37,47419","3747,42",81.83,78.33,2,"-1,00"
1,95,Relay/Other,"75,50901","7550,90",13.19,14.6,1,"-1,00"
1,96,Relay/Other,"42,12276","4212,28",36.81,80.44,6,"-1,00"
1,97,Relay/Other,"26,28884","2628,88",73.47,13.39,3,"-1,00"
1,98,Relay/Other,"45,15244","4515,24",23.75,14.03,3,"-1,00"
1,99,Relay/Other,"79,35562","7935,56",75.25,12.73,1,"-1,00"
1,100,Relay/Other,"96,49773","9649,77",6.08,12.35,1,"-1,00"
1,101,Relay/Other,"80,09670","8009,67",6.16,30.96,1,"-1,00"
1,102,Relay/Other,"96,94965","9694,97",90.33,21.72,4,"-1,00"
1,103,Relay/Other,"28,89493","2889,49",10.71,83.2,5,"-1,00"
1,104,Relay/Other,"69,57194","6957,19",17.41,50.06,4,"-1,00"
1,105,Relay/Other,"27,03573","2703,57",80.68,75.27,4,"-1,00"
1,106,Relay/Other,"108,81129","10881,13",18.49,74.39,1,"-1,00"
1,107,Relay/Other,"44,96493","4496,49",22.55,50.4,8,"-1,00"
1,108,Relay/Other,"52,08310","5208,31",44.21,93.94,3,"-1,00"
1,109,Relay/Other,"122,50745","12250,75",42.71,51.37,7,"-1,00"
1,110,Relay/Other,"48,16610","4816,61",13.87,12.59,3,"-1,00"
1,111,Relay/Other,"46,25567","4625,57",29.67,71.33,2,"-1,00"
1,112,Relay/Other,"23,99609","2399,61",29.23,59.64,5,"-1,00"
1,113,Relay/Other,"95,83183","9583,18",23.68,41.1,7,"-1,00"
1,114,Relay/Other,"17,12694","1712,69",82.74,47.66,6,"-1,00"
1,115,Relay/Other,"55,62702","5562,70",49.2,12.1,8,"-1,00"
1,116,Relay/Other,"69,37805","6937,81",13.44,39.9,2,"-1,00"
1,117,Relay/Other,"105,25146","10525,15",18.2,36.92,4,"-1,00"
1,118,Relay/Other,"50,37098","5037,10",97.1,13.79,7,"-1,00"
1,119,Relay/Other,"51,75816","5175,82",70.5,57.86,5,"-1,00"
1,120,Relay/Other,"98,72306","9872,31",92.55,36.19,7,"-1,00"
1,121,Relay/Other,"88,84627","8884,63",16.15,45.64,2,"-1,00"
1,122,Relay/Other,"39,33906","3933,91",62.32,14.92,2,"-1,00"
1,123,Relay/Other,"99,58609","9958,61",49.82,4.57,3,"-1,00"
1,124,Relay/Other,"58,43788","5843,79",16.66,61.71,2,"-1,00"
1,125,Relay/Other,"86,84866","8684,87",51.92,49.25,8,"-1,00"
1,126,Relay/Other,"43,33707","4333,71",49.06,27.12,6,"-1,00"
1,127,Relay/Other,"79,70103","7970,10",3.7,75.34,7,"-1,00"
1,128,Relay/Other,"43,77547","4377,55",45.21,83.88,8,"-1,00"
1,129,Relay/Other,"23,34761","2334,76",55.44,84.59,5,"-1,00"
1,130,Relay/Other,"48,30868","4830,87",43.35,32.0,7,"-1,00"
1,131,Relay/Other,"29,19210","2919,21",66.8,65.37,8,"-1,00"
1,132,Relay/Other,"77,23873","7723,87",50.64,39.57,8,"-1,00"
1,133,Relay/Other,"52,67107","5267,11",66.94,75.58,5,"-1,00"
1,134,Relay/Other,"19,09985","1909,98",6.33,82.35,6,"-1,00"
1,135,Relay/Other,"83,66798","8366,80",75.46,62.01,7,"-1,00"
1,136,Relay/Other,"23,97094","2397,09",36.31,35.72,4,"-1,00"
1,137,Relay/Other,"46,24480","4624,48",58.88,89.4,2,"-1,00"
1,138,Relay/Other,"42,93133","4293,13",18.3,53.69,1,"-1,00"
1,139,Relay/Other,"76,41655","7641,65",56.53,88.54,5,"-1,00"
1,140,Relay/Other,"23,52333","2352,33",4.13,32.39,7,"-1,00"
1,141,Relay/Other,"22,84181","2284,18",48.88,68.32,4,"-1,00"
1,142,Relay/Other,"45,19367","4519,37",75.43,34.6,5,"-1,00"
1,143,Relay/Other,"43,23609","4323,61",49.71,83.34,2,"-1,00"
1,144,Relay/Other,"81,38001","8138,00",29.59,6.56,7,"-1,00"
1,145,Relay/Other,"86,99957","8699,96",93.96,70.9,2,"-1,00"
1,146,Relay/Other,"44,97510","4497,51",56.38,52.98,7,"-1,00"
1,147,Relay/Other,"49,84330","4984,33",64.55,30.98,5,"-1,00"
1,148,Relay/Other,"53,84574","5384,57",21.21,40.62,8,"-1,00"
1,149,Relay/Other,"70,80989","7080,99",86.57,62.27,3,"-1,00"
1,150,Relay/Other,"39,85284","3985,28",94.36,73.25,8,"-1,00"
1,151,Relay/Other,"47,31489","4731,49",79.66,83.87,7,"-1,00"
1,152,Relay/Other,"107,08159","10708,16",7.75,21.26,8,"-1,00"
1,153,Relay/Other,"19,00608","1900,61",67.79,30.83,7,"-1,00"
1,154,Relay/Other,"71,47027","7147,03",89.47,62.86,7,"-1,00"
1,155,Relay/Other,"30,17296","3017,30",17.42,67.94,4,"-1,00"
1,156,Relay/Other,"26,60668","2660,67",20.42,25.58,5,"-1,00"
1,157,Relay/Other,"57,26127","5726,13",43.87,64.1,1,"-1,00"
1,158,Relay/Other,"26,38769","2638,77",4.8,77.81,5,"-1,00"
1,159,Relay/Other,"40,42595","4042,60",83.84,94.52,8,"-1,00"
1,160,Relay/Other,"34,61706","3461,71",88.06,32.13,5,"-1,00"
1,161,Relay/Other,"118,12443","11812,44",41.07,36.89,2,"-1,00"
1,162,Relay/Other,"69,01993","6901,99",82.9,24.66,2,"-1,00"
1,163,Relay/Other,"79,78815","7978,82",93.17,91.43,5,"-1,00"
1,164,Relay/Other,"28,22947","2822,95",59.58,76.23,6,"-1,00"
1,165,Relay/Other,"49,12102","4912,10",39.44,73.84,4,"-1,00"
1,166,Relay/Other,"55,73683","5573,68",12.25,22.55,5,"-1,00"
1,167,Relay/Other,"36,53602","3653,60",58.59,49.07,6,"-1,00"
1,168,Relay/Other,"36,85742","3685,74",54.39,47.59,4,"-1,00"
1,169,Relay/Other,"125,24912","12524,91",91.95,36.85,6,"-1,00"
1,170,Relay/Other,"32,65437","3265,44",94.81,60.16,1,"-1,00"
1,171,Relay/Other,"91,88534","9188,53",25.01,55.06,5,"-1,00"
1,172,Relay/Other,"80,46741","8046,74",88.7,67.78,4,"-1,00"
1,173,Relay/Other,"68,56031","6856,03",89.34,39.73,5,"-1,00"
1,174,Relay/Other,"65,13392","6513,39",74.64,30.55,3,"-1,00"
1,175,Relay/Other,"96,03884","9603,88",86.43,75.61,7,"-1,00"
1,176,Relay/Other,"54,43453","5443,45",9.69,76.83,8,"-1,00"
1,177,Relay/Other,"48,25157","4825,16",82.75,70.87,2,"-1,00"
1,178,Relay/Other,"95,31506","9531,51",50.61,35.78,6,"-1,00"
1,179,Relay/Other,"22,81541","2281,54",7.0,63.59,8,"-1,00"
1,180,Relay/Other,"42,13418","4213,42",40.46,62.32,6,"-1,00"
1,181,Relay/Other,"32,36658","3236,66",25.96,70.5,3,"-1,00"
1,182,Relay/Other,"95,94307","9594,31",78.09,32.66,8,"-1,00"
1,183,Relay/Other,"44,92381","4492,38",18.65,58.93,6,"-1,00"
1,184,Relay/Other,"48,10560","4810,56",41.79,19.46,7,"-1,00"
1,185,Relay/Other,"123,98292","12398,29",23.55,93.02,4,"-1,00"
1,186,Relay/Other,"129,23564","12923,56",21.03,69.32,3,"-1,00"
1,187,Relay/Other,"30,06070","3006,07",59.64,16.33,6,"-1,00"
1,188,Relay/Other,"36,96002","3696,00",3.36,52.48,8,"-1,00"
1,189,Relay/Other,"76,62503","7662,50",23.55,21.5,5,"-1,00"
1,190,Relay/Other,"41,61194","4161,19",14.5,84.21,4,"-1,00"
1,191,Relay/Other,"65,19093","6519,09",67.01,42.16,7,"-1,00"
1,192,Relay/Other,"32,54258","3254,26",95.71,24.61,8,"-1,00"
1,193,Relay/Other,"69,51166","6951,17",67.69,45.98,1,"-1,00"
1,194,Relay/Other,"77,68579","7768,58",95.54,40.17,4,"-1,00"
1,195,Relay/Other,"87,15768","8715,77",72.67,26.6,2,"-1,00"
1,196,Relay/Other,"27,51906","2751,91",91.38,47.21,6,"-1,00"
1,197,Relay/Other,"134,77167","13477,17",94.85,59.43,1,"-1,00"
1,198,Relay/Other,"23,55514","2355,51",38.57,95.84,6,"-1,00"
1,199,Relay/Other,"46,65450","4665,45",5.95,19.22,3,"-1,00"
1,200,Relay/Other,"84,93952","8493,95",86.28,14.66,6,"-1,00"
2,1,Client,"1605,09909","160509,91",27.0,32.07,3,"-1,00"
2,2,Client,"2375,21557","237521,56",28.98,36.62,7,"-1,00"
2,3,Client,"1856,35978","185635,98",60.84,75.11,5,"-1,00"
2,4,Client,"1415,94962","141594,96",17.84,72.74,8,"-1,00"
2,5,Client,"1049,06954","104906,95",83.89,65.11,8,"-1,00"
2,6,Client,"593,93817","59393,82",24.07,5.44,5,"-1,00"
2,7,Client,"1102,37470","110237,47",13.14,87.94,8,"-1,00"
2,8,Client,"838,88878","83888,88",70.07,48.58,8,"-1,00"
2,9,Client,"1379,70940","137970,94",16.21,35.56,4,"-1,00"
2,10,Client,"1183,18935","118318,94",18.16,50.84,5,"-1,00"
2,11,Client,"1895,05090","189505,09",22.39,97.81,1,"-1,00"
2,12,Client,"1675,24175","167524,17",41.98,9.38,8,"-1,00"
2,13,Client,"2503,58754","250358,75",4.49,67.41,2,"-1,00"
2,14,Client,"1551,62815","155162,82",93.32,82.35,3,"-1,00"
2,15,Client,"952,59548","95259,55",69.94,48.07,5,"-1,00"
2,16,Client,"658,74066","65874,07",95.1,64.99,8,"-1,00"
2,17,Malicious Server,"98,01795","9801,80",72.49,93.91,3,"0,00"
2,18,Malicious Server,"29,51161","2951,16",63.79,33.02,1,"0,00"
2,19,Malicious Server,"129,09808","12909,81",59.82,10.88,5,"0,00"
2,20,Malicious Server,"94,66060","9466,06",85.09,10.56,4,"0,00"
2,21,Malicious Server,"78,94735","7894,73",29.35,74.25,3,"0,00"
2,22,Malicious Server,"53,92352","5392,35",43.51,79.41,5,"0,00"
2,23,Malicious Server,"156,88247","15688,25",36.47,11.23,6,"0,00"
2,24,Malicious Server,"95,87909","9587,91",87.0,47.74,7,"0,00"
2,25,Malicious Server,"46,46253","4646,25",37.35,19.89,7,"0,00"
2,26,Malicious Server,"52,34483","5234,48",95.43,66.94,3,"0,00"
2,27,Malicious Server,"147,13624","14713,62",64.13,10.06,8,"0,00"
2,28,Malicious Server,"132,36010","13236,01",47.85,16.27,3,"0,00"
2,29,Malicious Server,"88,00814","8800,81",25.87,43.06,1,"0,00"
2,30,Malicious Server,"151,95341","15195,34",51.29,51.02,7,"0,00"
2,31,Benevolent Server,"39,63021","3963,02",56.57,26.32,5,"1,00"
2,32,Benevolent Server,"91,82002","9182,00",3.56,73.09,8,"1,00"
2,33,Benevolent Server,"24,43170","2443,17",39.72,10.0,5,"1,00"
2,34,Benevolent Server,"62,68883","6268,88",74.71,45.19,5,"1,00"
2,35,Benevolent Server,"77,22430","7722,43",79.76,22.26,2,"1,00"
2,36,Benevolent Server,"91,50023","9150,02",85.68,12.21,1,"1,00"
2,37,Benevolent Server,"14,40823","1440,82",18.49,47.8,7,"1,00"
2,38,Benevolent Server,"140,80968","14080,97",59.78,48.73,6,"1,00"
2,39,Benevolent Server,"120,08419","12008,42",66.81,79.25,2,"1,00"
2,40,Benevolent Server,"14,78084","1478,08",12.74,3.52,4,"1,00"
2,41,Benevolent Server,"58,33775","5833,77",64.27,64.38,7,"1,00"
2,42,Benevolent Server,"126,33112","12633,11",53.7,10.26,8,"1,00"
2,43,Benevolent Server,"33,69204","3369,20",13.18,88.63,8,"1,00"
2,44,Benevolent Server,"94,00506","9400,51",84.54,58.18,4,"1,00"
2,45,Benevolent Server,"66,96774","6696,77",39.61,34.05,2,"1,00"
2,46,Benevolent Server,"91,34387","9134,39",96.03,83.47,5,"1,00"
2,47,Benevolent Server,"25,49130","2549,13",51.28,71.56,8,"1,00"
2,48,Benevolent Server,"20,49930","2049,93",3.83,57.33,2,"1,00"
2,49,Benevolent Server,"54,19072","5419,07",87.36,13.23,6,"1,00"
2,50,Benevolent Server,"54,77505","5477,51",17.49,71.72,8,"1,00"
2,51,Benevolent Server,"35,01776","3501,78",23.09,89.27,6,"1,00"
2,52,Benevolent Server,"134,19429","13419,43",70.66,46.97,5,"1,00"
2,53,Benevolent Server,"69,10297","6910,30",42.02,92.35,6,"1,00"
2,54,Benevolent Server,"115,51109","11551,11",83.08,61.7,5,"1,00"
2,55,Benevolent Server,"38,85925","3885,93",48.36,18.64,3,"1,00"
2,56,Benevolent Server,"36,95739","3695,74",41.93,97.4,5,"1,00"
2,57,Benevolent Server,"46,53120","4653,12",97.93,36.44,5,"1,00"
2,58,Benevolent Server,"31,04054","3104,05",81.48,87.87,1,"1,00"
2,59,Benevolent Server,"69,05504","6905,50",12.94,23.76,4,"1,00"
2,60,Benevolent Server,"98,91871","9891,87",77.35,75.86,5,"1,00"
2,61,Benevolent Server,"131,51958","13151,96",85.87,60.01,2,"1,00"
2,62,Benevolent Server,"118,45796","11845,80",44.03,45.89,2,"1,00"
2,63,Benevolent Server,"131,29781","13129,78",60.53,84.41,2,"1,00"
2,64,Benevolent Server,"39,17767","3917,77",12.12,62.47,4,"1,00"
2,65,Benevolent Server,"54,98092","5498,09",30.04,44.39,8,"1,00"
2,66,Benevolent Server,"41,67538","4167,54",64.12,34.12,3,"1,00"
2,67,Benevolent Server,"22,68494","2268,49",95.09,75.85,1,"1,00"
2,68,Benevolent Server,"60,79182","6079,18",34.77,50.48,2,"1,00"
2,69,Benevolent Server,"57,71376","5771,38",41.84,62.43,4,"1,00"
2,70,Benevolent Server,"48,81826","4881,83",42.49,23.91,7,"1,00"
2,71,Relay/Other,"45,90671","4590,67",46.04,83.83,6,"-1,00"
2,72,Relay/Other,"81,00908","8100,91",75.93,70.89,2,"-1,00"
2,73,Relay/Other,"22,95946","2295,95",96.27,17.78,1,"-1,00"
2,74,Relay/Other,"22,29885","2229,89",90.56,16.49,1,"-1,00"
2,75,Relay/Other,"140,70883","14070,88",78.71,86.08,5,"-1,00"
2,76,Relay/Other,"75,93732","7593,73",69.28,85.86,6,"-1,00"
2,77,Relay/Other,"34,68100","3468,10",28.86,52.67,3,"-1,00"
2,78,Relay/Other,"66,14595","6614,60",21.69,54.26,8,"-1,00"
2,79,Relay/Other,"103,33108","10333,11",77.03,40.83,4,"-1,00"
2,80,Relay/Other,"41,49600","4149,60",53.59,39.44,3,"-1,00"
2,81,Relay/Other,"61,54975","6154,98",22.52,51.12,5,"-1,00"
2,82,Relay/Other,"76,85286","7685,29",17.36,4.68,5,"-1,00"
2,83,Relay/Other,"53,15606","5315,61",71.74,96.75,2,"-1,00"
2,84,Relay/Other,"102,68714","10268,71",26.94,50.72,2,"-1,00"
2,85,Relay/Other,"31,93912","3193,91",13.98,30.6,1,"-1,00"
2,86,Relay/Other,"85,56712","8556,71",79.32,96.94,4,"-1,00"
2,87,Relay/Other,"35,06415","3506,41",77.34,70.63,3,"-1,00"
2,88,Relay/Other,"73,34372","7334,37",25.77,33.47,4,"-1,00"
2,89,Relay/Other,"65,77591","6577,59",11.41,70.32,7,"-1,00"
2,90,Relay/Other,"13,92112","1392,11",87.3,47.72,8,"-1,00"
2,91,Relay/Other,"35,23951","3523,95",40.66,55.66,7,"-1,00"
2,92,Relay/Other,"90,52020","9052,02",63.1,97.67,8,"-1,00"
2,93,Relay/Other,"65,55576","6555,58",17.63,50.56,8,"-1,00"
2,94,Relay/Other,"39,66712","3966,71",69.63,84.87,2,"-1,00"
2,95,Relay/Other,"66,56135","6656,14",5.13,17.06,6,"-1,00"
2,96,Relay/Other,"46,40112","4640,11",83.82,12.59,6,"-1,00"
2,97,Relay/Other,"27,84649","2784,65",16.72,37.66,6,"-1,00"
2,98,Relay/Other,"43,39573","4339,57",77.96,15.65,7,"-1,00"
2,99,Relay/Other,"39,92410","3992,41",87.35,22.7,8,"-1,00"
2,100,Relay/Other,"25,35400","2535,40",8.49,6.29,8,"-1,00"
2,101,Relay/Other,"67,10542","6710,54",88.43,77.01,8,"-1,00"
2,102,Relay/Other,"111,60058","11160,06",14.75,15.3,8,"-1,00"
2,103,Relay/Other,"89,83380","8983,38",16.3,71.87,2,"-1,00"
2,104,Relay/Other,"92,64546","9264,55",41.32,24.35,7,"-1,00"
2,105,Relay/Other,"21,17173","2117,17",66.36,44.54,5,"-1,00"
2,106,Relay/Other,"96,52755","9652,76",69.89,56.91,5,"-1,00"
2,107,Relay/Other,"33,67637","3367,64",55.7,20.47,1,"-1,00"
2,108,Relay/Other,"90,20601","9020,60",74.05,50.25,1,"-1,00"
2,109,Relay/Other,"48,59075","4859,07",19.26,3.82,4,"-1,00"
2,110,Relay/Other,"50,19567","5019,57",87.21,44.65,6,"-1,00"
2,111,Relay/Other,"23,03301","2303,30",84.75,4.23,7,"-1,00"
2,112,Relay/Other,"15,40765","1540,77",52.68,38.67,2,"-1,00"
2,113,Relay/Other,"16,36443","1636,44",18.14,15.83,5,"-1,00"
2,114,Relay/Other,"44,03461","4403,46",93.41,67.15,1,"-1,00"
2,115,Relay/Other,"51,34797","5134,80",4.61,7.62,7,"-1,00"
2,116,Relay/Other,"17,38803","1738,80",87.73,26.76,2,"-1,00"
2,117,Relay/Other,"18,78242","1878,24",59.31,24.7,7,"-1,00"
2,118,Relay/Other,"63,18845","6318,85",32.56,55.1,2,"-1,00"
2,119,Relay/Other,"50,00441","5000,44",24.44,87.07,5,"-1,00"
2,120,Relay/Other,"67,22682","6722,68",11.74,75.25,3,"-1,00"
2,121,Relay/Other,"39,28203","3928,20",10.06,63.04,4,"-1,00"
2,122,Relay/Other,"43,52030","4352,03",53.88,18.15,4,"-1,00"
2,123,Relay/Other,"54,34637","5434,64",89.5,45.37,1,"-1,00"
2,124,Relay/Other,"121,51878","12151,88",61.59,64.69,3,"-1,00"
2,125,Relay/Other,"36,30635","3630,64",48.29,59.4,7,"-1,00"
2,126,Relay/Other,"127,99712","12799,71",22.42,82.71,5,"-1,00"
2,127,Relay/Other,"34,60813","3460,81",56.06,30.86,7,"-1,00"
2,128,Relay/Other,"98,58191","9858,19",71.61,97.89,7,"-1,00"
2,129,Relay/Other,"38,17645","3817,65",79.0,86.86,6,"-1,00"
2,130,Relay/Other,"104,54476","10454,48",69.94,28.21,6,"-1,00"
2,131,Relay/Other,"44,45579","4445,58",59.55,3.52,3,"-1,00"
2,132,Relay/Other,"27,00814","2700,81",47.75,88.54,3,"-1,00"
2,133,Relay/Other,"75,92211","7592,21",69.52,75.2,2,"-1,00"
2,134,Relay/Other,"90,22844","9022,84",9.44,4.97,8,"-1,00"
2,135,Relay/Other,"56,69200","5669,20",80.03,81.44,6,"-1,00"
2,136,Relay/Other,"69,96707","6996,71",79.94,96.44,2,"-1,00"
2,137,Relay/Other,"83,50436","8350,44",44.68,23.27,1,"-1,00"
2,138,Relay/Other,"90,76568","9076,57",70.08,20.39,5,"-1,00"
2,139,Relay/Other,"51,86465","5186,47",96.09,94.86,1,"-1,00"
2,140,Relay/Other,"63,33076","6333,08",69.87,22.07,4,"-1,00"
2,141,Relay/Other,"104,62003","10462,00",12.65,28.63,8,"-1,00"
2,142,Relay/Other,"22,29965","2229,97",72.93,66.53,3,"-1,00"
2,143,Relay/Other,"15,63110","1563,11",8.24,26.92,4,"-1,00"
2,144,Relay/Other,"105,55052","10555,05",28.34,83.38,1,"-1,00"
2,145,Relay/Other,"111,12646","11112,65",53.16,26.28,8,"-1,00"
2,146,Relay/Other,"21,87990","2187,99",66.62,64.4,6,"-1,00"
2,147,Relay/Other,"84,15976","8415,98",28.31,67.3,8,"-1,00"
2,148,Relay/Other,"58,19215","5819,22",6.17,71.24,1,"-1,00"
2,149,Relay/Other,"38,37461","3837,46",45.09,2.5,4,"-1,00"
2,150,Relay/Other,"67,33920","6733,92",79.54,97.07,4,"-1,00"
2,151,Relay/Other,"81,13960","8113,96",9.15,26.0,3,"-1,00"
2,152,Relay/Other,"21,81141","2181,14",62.03,4.68,7,"-1,00"
2,153,Relay/Other,"86,57639","8657,64",62.12,34.09,5,"-1,00"
2,154,Relay/Other,"39,10585","3910,58",94.05,81.92,6,"-1,00"
2,155,Relay/Other,"40,10451","4010,45",9.0,59.6,8,"-1,00"
2,156,Relay/Other,"86,26066","8626,07",57.58,10.21,1,"-1,00"
2,157,Relay/Other,"72,66104","7266,10",87.45,68.56,3,"-1,00"
2,158,Relay/Other,"38,15412","3815,41",7.26,60.63,7,"-1,00"
2,159,Relay/Other,"34,26827","3426,83",55.69,30.31,7,"-1,00"
