SimulationID,NodeID,NodeType,EnergyConsumed,TransmittedDistance,X,Y,NeighborsCount,Goodness
2,19,Malicious Server,"279,25151","27925,15",20.24,67.85,6,"0,00"
2,20,Malicious Server,"105,27702","10527,70",51.93,13.25,5,"0,00"
2,21,Malicious Server,"126,52365","12652,36",77.83,81.72,3,"0,00"
2,22,Malicious Server,"335,32602","33532,60",38.0,39.6,5,"0,00"
2,23,Malicious Server,"240,94588","24094,59",34.77,26.45,2,"0,00"
2,24,Malicious Server,"186,65599","18665,60",80.06,96.45,1,"0,00"
2,25,Malicious Server,"114,19453","11419,45",26.46,49.53,5,"0,00"
2,26,Malicious Server,"154,25096","15425,10",27.51,96.23,8,"0,00"
2,27,Malicious Server,"181,76514","18176,51",39.14,13.47,3,"0,00"
2,28,Malicious Server,"123,56982","12356,98",97.44,5.94,2,"0,00"
2,29,Malicious Server,"131,79391","13179,39",27.77,77.25,7,"0,00"
2,30,Malicious Server,"162,08749","16208,75",56.39,2.95,6,"0,00"
2,31,Malicious Server,"331,17384","33117,38",29.28,25.11,4,"0,00"
2,32,Malicious Server,"207,83774","20783,77",27.61,55.05,4,"0,00"
2,33,Malicious Server,"106,26949","10626,95",32.4,23.11,7,"0,00"
2,34,Malicious Server,"125,29544","12529,54",93.63,10.75,5,"0,00"
2,35,Malicious Server,"125,94624","12594,62",25.63,41.01,4,"0,00"
2,36,Malicious Server,"96,02470","9602,47",18.66,23.15,2,"0,00"
2,37,Benevolent Server,"158,11428","15811,43",43.78,84.65,7,"1,00"
2,38,Benevolent Server,"200,24703","20024,70",83.34,41.22,8,"1,00"
2,39,Benevolent Server,"378,03639","37803,64",38.91,61.05,7,"1,00"
2,40,Benevolent Server,"182,57843","18257,84",21.69,66.64,7,"1,00"
2,41,Relay/Other,"167,72526","16772,53",32.92,49.91,7,"-1,00"
2,42,Relay/Other,"191,56856","19156,86",37.8,69.53,7,"-1,00"
2,43,Relay/Other,"67,31035","6731,03",22.92,35.91,5,"-1,00"
2,44,Relay/Other,"65,39187","6539,19",24.17,59.64,8,"-1,00"
2,45,Relay/Other,"228,83870","22883,87",56.08,63.97,2,"-1,00"
2,46,Relay/Other,"157,52159","15752,16",39.33,35.14,7,"-1,00"
2,47,Relay/Other,"51,13622","5113,62",44.75,42.72,7,"-1,00"
2,48,Relay/Other,"59,46344","5946,34",37.19,97.72,8,"-1,00"
2,49,Relay/Other,"49,47950","4947,95",58.21,51.65,4,"-1,00"
2,50,Relay/Other,"269,20795","26920,79",37.0,75.03,2,"-1,00"
2,51,Relay/Other,"89,45825","8945,83",61.08,55.07,5,"-1,00"
2,52,Relay/Other,"96,56456","9656,46",45.5,30.14,7,"-1,00"
2,53,Relay/Other,"137,16056","13716,06",23.99,31.91,2,"-1,00"
2,54,Relay/Other,"43,38824","4338,82",7.01,64.84,3,"-1,00"
2,55,Relay/Other,"89,53895","8953,90",42.63,18.12,1,"-1,00"
2,56,Relay/Other,"105,05550","10505,55",70.4,8.47,2,"-1,00"
2,57,Relay/Other,"120,80215","12080,22",53.26,76.79,6,"-1,00"
2,58,Relay/Other,"89,67611","8967,61",91.49,25.58,1,"-1,00"
2,59,Relay/Other,"59,44359","5944,36",28.14,80.08,1,"-1,00"
2,60,Relay/Other,"64,62289","6462,29",47.03,83.27,4,"-1,00"
2,61,Relay/Other,"242,58757","24258,76",57.09,28.81,4,"-1,00"
2,62,Relay/Other,"145,50178","14550,18",70.49,17.56,1,"-1,00"
2,63,Relay/Other,"52,78692","5278,69",2.06,46.23,8,"-1,00"
2,64,Relay/Other,"128,79000","12879,00",53.98,40.77,8,"-1,00"
2,65,Relay/Other,"286,77148","28677,15",35.98,60.13,7,"-1,00"
2,66,Relay/Other,"162,17072","16217,07",41.14,50.3,8,"-1,00"
2,67,Relay/Other,"31,13602","3113,60",9.05,97.49,5,"-1,00"
2,68,Relay/Other,"101,98235","10198,24",38.73,30.75,1,"-1,00"
2,69,Relay/Other,"61,63298","6163,30",3.54,43.81,3,"-1,00"
2,70,Relay/Other,"128,02434","12802,43",74.84,15.43,5,"-1,00"
2,71,Relay/Other,"61,63865","6163,86",88.45,88.75,5,"-1,00"
2,72,Relay/Other,"115,77669","11577,67",46.66,86.71,8,"-1,00"
2,73,Relay/Other,"109,78397","10978,40",25.56,15.97,2,"-1,00"
2,74,Relay/Other,"43,52626","4352,63",46.65,39.11,7,"-1,00"
2,75,Relay/Other,"47,75186","4775,19",80.83,54.95,1,"-1,00"
2,76,Relay/Other,"264,32134","26432,13",48.03,35.84,4,"-1,00"
2,77,Relay/Other,"96,72129","9672,13",3.06,11.73,5,"-1,00"
2,78,Relay/Other,"61,57874","6157,87",62.54,37.64,8,"-1,00"
2,79,Relay/Other,"148,01496","14801,50",46.19,61.69,5,"-1,00"
2,80,Relay/Other,"141,61379","14161,38",58.22,86.82,8,"-1,00"
3,1,Client,"2801,34625","280134,62",65.97,54.61,2,"-1,00"
3,2,Client,"2285,69493","228569,49",81.17,33.69,8,"-1,00"
3,3,Client,"3912,28013","391228,01",15.82,75.16,4,"-1,00"
3,4,Client,"1771,00000","177100,00",39.86,6.02,5,"-1,00"
3,5,Client,"1058,35285","105835,29",42.16,20.59,3,"-1,00"
3,6,Client,"2966,18369","296618,37",97.08,22.22,2,"-1,00"
3,7,Malicious Server,"46,30745","4630,74",71.81,77.55,4,"0,00"
3,8,Malicious Server,"259,56324","25956,32",90.78,49.37,2,"0,00"
3,9,Malicious Server,"280,89853","28089,85",34.9,71.88,6,"0,00"
3,10,Malicious Server,"371,80138","37180,14",26.78,55.62,6,"0,00"
3,11,Malicious Server,"155,92830","15592,83",16.94,67.47,5,"0,00"
3,12,Malicious Server,"308,89178","30889,18",25.55,80.23,7,"0,00"
3,13,Malicious Server,"132,99079","13299,08",50.85,49.89,7,"0,00"
3,14,Malicious Server,"90,84331","9084,33",78.96,26.73,3,"0,00"
3,15,Malicious Server,"256,87504","25687,50",23.02,93.79,8,"0,00"
3,16,Malicious Server,"379,61839","37961,84",68.95,50.56,7,"0,00"
3,17,Malicious Server,"197,73006","19773,01",33.8,9.79,3,"0,00"
3,18,Malicious Server,"300,31600","30031,60",65.64,76.4,1,"0,00"
3,19,Malicious Server,"217,82554","21782,55",16.79,47.42,1,"0,00"
3,20,Malicious Server,"116,42308","11642,31",31.57,48.71,8,"0,00"
3,21,Malicious Server,"223,88335","22388,33",22.55,43.29,4,"0,00"
3,22,Malicious Server,"145,53076","14553,08",17.83,17.28,6,"0,00"
3,23,Malicious Server,"269,62770","26962,77",11.66,9.9,1,"0,00"
3,24,Malicious Server,"92,72869","9272,87",88.07,91.7,3,"0,00"
3,25,Malicious Server,"108,02464","10802,46",19.05,14.81,6,"0,00"
3,26,Malicious Server,"309,77581","30977,58",69.2,65.94,2,"0,00"
3,27,Malicious Server,"117,25331","11725,33",33.69,5.74,2,"0,00"
3,28,Malicious Server,"304,38875","30438,88",80.86,20.46,3,"0,00"
3,29,Malicious Server,"346,67777","34667,78",49.07,27.66,5,"0,00"
3,30,Malicious Server,"199,79261","19979,26",81.85,29.31,2,"0,00"
3,31,Malicious Server,"232,44565","23244,56",17.11,76.5,2,"0,00"
3,32,Malicious Server,"113,73539","11373,54",29.23,39.77,6,"0,00"
3,33,Malicious Server,"251,17080","25117,08",79.79,36.44,5,"0,00"
3,34,Malicious Server,"161,96773","16196,77",40.51,79.47,4,"0,00"
3,35,Malicious Server,"324,66475","32466,48",65.96,22.21,8,"0,00"
3,36,Malicious Server,"59,30810","5930,81",9.63,58.42,2,"0,00"
3,37,Benevolent Server,"301,38783","30138,78",14.11,71.39,5,"1,00"
3,38,Benevolent Server,"521,03343","52103,34",57.61,70.99,7,"1,00"
3,39,Benevolent Server,"436,95016","43695,02",66.15,66.48,5,"1,00"
3,40,Benevolent Server,"318,51541","31851,54",47.43,5.25,3,"1,00"
3,41,Relay/Other,"89,49161","8949,16",6.7,82.75,5,"-1,00"
3,42,Relay/Other,"150,90751","15090,75",46.5,94.79,6,"-1,00"
3,43,Relay/Other,"163,24104","16324,10",73.55,69.91,6,"-1,00"
3,44,Relay/Other,"249,26131","24926,13",85.34,19.66,3,"-1,00"
3,45,Relay/Other,"171,63788","17163,79",48.74,96.88,3,"-1,00"
3,46,Relay/Other,"33,98585","3398,59",51.23,49.55,5,"-1,00"
3,47,Relay/Other,"232,97102","23297,10",42.12,76.0,6,"-1,00"
3,48,Relay/Other,"212,21096","21221,10",37.81,2.26,8,"-1,00"
3,49,Relay/Other,"257,38934","25738,93",21.36,16.19,5,"-1,00"
3,50,Relay/Other,"190,86709","19086,71",97.39,60.8,4,"-1,00"
3,51,Relay/Other,"179,03378","17903,38",78.83,45.68,5,"-1,00"
3,52,Relay/Other,"171,47080","17147,08",6.27,33.93,7,"-1,00"
3,53,Relay/Other,"215,74239","21574,24",8.03,81.64,7,"-1,00"
3,54,Relay/Other,"280,37535","28037,54",60.44,24.17,6,"-1,00"
3,55,Relay/Other,"115,97643","11597,64",27.41,87.59,1,"-1,00"
3,56,Relay/Other,"205,74963","20574,96",57.64,39.9,1,"-1,00"
3,57,Relay/Other,"58,34475","5834,47",93.39,45.13,7,"-1,00"
3,58,Relay/Other,"24,72870","2472,87",9.31,79.12,7,"-1,00"
3,59,Relay/Other,"80,90959","8090,96",72.34,75.61,5,"-1,00"
3,60,Relay/Other,"196,47451","19647,45",49.68,57.7,5,"-1,00"
3,61,Relay/Other,"236,51763","23651,76",90.86,39.35,6,"-1,00"
3,62,Relay/Other,"94,06897","9406,90",3.36,43.23,6,"-1,00"
3,63,Relay/Other,"225,36742","22536,74",3.99,14.47,5,"-1,00"
3,64,Relay/Other,"58,59613","5859,61",26.68,17.54,7,"-1,00"
3,65,Relay/Other,"49,57792","4957,79",11.37,91.45,5,"-1,00"
3,66,Relay/Other,"242,52522","24252,52",63.35,9.32,3,"-1,00"
3,67,Relay/Other,"255,22318","25522,32",2.32,25.0,5,"-1,00"
3,68,Relay/Other,"103,18297","10318,30",45.32,13.66,8,"-1,00"
3,69,Relay/Other,"124,31190","12431,19",60.98,77.41,6,"-1,00"
3,70,Relay/Other,"137,72836","13772,84",39.24,20.17,5,"-1,00"
3,71,Relay/Other,"235,93142","23593,14",61.55,95.06,2,"-1,00"
3,72,Relay/Other,"116,78979","11678,98",34.84,52.12,4,"-1,00"
3,73,Relay/Other,"185,02615","18502,62",62.63,4.86,7,"-1,00"
3,74,Relay/Other,"154,09248","15409,25",79.5,76.48,7,"-1,00"
3,75,Relay/Other,"52,94033","5294,03",63.2,76.25,2,"-1,00"
3,76,Relay/Other,"251,04502","25104,50",82.11,91.64,8,"-1,00"
3,77,Relay/Other,"127,11318","12711,32",32.93,37.41,1,"-1,00"
3,78,Relay/Other,"36,90331","3690,33",56.81,3.64,6,"-1,00"
3,79,Relay/Other,"132,10288","13210,29",82.4,95.08,8,"-1,00"
3,80,Relay/Other,"93,16897","9316,90",59.09,55.9,2,"-1,00"
4,1,Client,"2733,36478","273336,48",55.14,54.95,6,"-1,00"
4,2,Client,"2663,89302","266389,30",77.47,63.26,4,"-1,00"
4,3,Client,"3188,03065","318803,07",30.17,84.43,1,"-1,00"
4,4,Client,"4155,79562","415579,56",97.85,68.81,7,"-1,00"
4,5,Client,"2639,21685","263921,68",83.57,96.21,6,"-1,00"
4,6,Client,"1429,90925","142990,92",30.78,4.18,5,"-1,00"
4,7,Malicious Server,"158,93595","15893,59",85.47,91.42,2,"0,00"
4,8,Malicious Server,"68,52947","6852,95",27.36,34.04,2,"0,00"
4,9,Malicious Server,"65,07996","6508,00",78.84,24.23,5,"0,00"
4,10,Malicious Server,"162,34088","16234,09",74.46,89.65,2,"0,00"
4,11,Malicious Server,"230,63983","23063,98",57.43,68.29,5,"0,00"
4,12,Malicious Server,"280,34864","28034,86",11.64,40.75,1,"0,00"
4,13,Malicious Server,"179,86272","17986,27",10.92,33.99,1,"0,00"
4,14,Malicious Server,"46,58694","4658,69",92.69,2.38,8,"0,00"
4,15,Malicious Server,"100,12438","10012,44",40.97,12.26,3,"0,00"
4,16,Malicious Server,"189,22128","18922,13",78.23,9.87,3,"0,00"
4,17,Malicious Server,"149,97834","14997,83",69.27,11.97,1,"0,00"
4,18,Malicious Server,"195,73252","19573,25",14.16,72.83,4,"0,00"
4,19,Malicious Server,"102,14812","10214,81",52.21,28.24,4,"0,00"
4,20,Malicious Server,"108,15927","10815,93",43.25,60.87,7,"0,00"
4,21,Malicious Server,"104,62423","10462,42",35.05,40.83,7,"0,00"
4,22,Malicious Server,"176,25648","17625,65",25.91,84.19,2,"0,00"
4,23,Malicious Server,"139,88219","13988,22",60.1,2.14,2,"0,00"
4,24,Malicious Server,"88,98279","8898,28",26.28,14.31,3,"0,00"
4,25,Malicious Server,"239,40605","23940,60",94.85,25.88,1,"0,00"
4,26,Malicious Server,"75,93395","7593,39",6.47,8.93,7,"0,00"
4,27,Malicious Server,"59,58591","5958,59",94.1,57.16,4,"0,00"
4,28,Malicious Server,"279,30401","27930,40",3.32,12.27,4,"0,00"
4,29,Malicious Server,"85,99609","8599,61",64.2,13.83,6,"0,00"
4,30,Malicious Server,"112,76727","11276,73",65.31,67.31,8,"0,00"
4,31,Malicious Server,"271,40770","27140,77",16.01,39.36,4,"0,00"
4,32,Malicious Server,"327,18198","32718,20",65.58,49.03,5,"0,00"
4,33,Malicious Server,"103,54401","10354,40",43.6,17.23,1,"0,00"
4,34,Malicious Server,"211,93501","21193,50",21.57,12.6,5,"0,00"
4,35,Malicious Server,"67,26882","6726,88",42.91,3.32,2,"0,00"
4,36,Malicious Server,"143,41860","14341,86",63.85,45.14,5,"0,00"
4,37,Benevolent Server,"634,80772","63480,77",27.89,48.11,8,"1,00"
4,38,Benevolent Server,"180,90367","18090,37",24.5,48.65,4,"1,00"
4,39,Benevolent Server,"486,34183","48634,18",63.62,15.89,5,"1,00"
4,40,Benevolent Server,"377,44284","37744,28",68.23,28.09,5,"1,00"
4,41,Relay/Other,"63,05192","6305,19",56.45,86.94,4,"-1,00"
4,42,Relay/Other,"118,69840","11869,84",25.45,93.94,3,"-1,00"
4,43,Relay/Other,"208,69908","20869,91",2.32,94.03,6,"-1,00"
4,44,Relay/Other,"200,57660","20057,66",42.29,34.76,8,"-1,00"
4,45,Relay/Other,"39,56040","3956,04",31.41,75.36,5,"-1,00"
4,46,Relay/Other,"103,02525","10302,52",21.15,40.59,6,"-1,00"
4,47,Relay/Other,"59,52144","5952,14",20.84,25.51,1,"-1,00"
4,48,Relay/Other,"135,40365","13540,36",74.86,53.12,8,"-1,00"
4,49,Relay/Other,"122,66318","12266,32",3.58,9.32,3,"-1,00"
4,50,Relay/Other,"114,73823","11473,82",21.68,41.59,2,"-1,00"
4,51,Relay/Other,"99,19305","9919,31",54.66,70.97,4,"-1,00"
4,52,Relay/Other,"97,64330","9764,33",11.3,26.62,7,"-1,00"
4,53,Relay/Other,"47,75208","4775,21",58.51,45.18,4,"-1,00"
4,54,Relay/Other,"92,38723","9238,72",60.73,10.98,5,"-1,00"
4,55,Relay/Other,"161,40181","16140,18",62.39,75.05,1,"-1,00"
4,56,Relay/Other,"82,34496","8234,50",18.04,74.7,1,"-1,00"
4,57,Relay/Other,"170,46809","17046,81",97.26,78.39,6,"-1,00"
4,58,Relay/Other,"62,41344","6241,34",24.02,57.26,1,"-1,00"
4,59,Relay/Other,"86,68554","8668,55",36.26,45.43,3,"-1,00"
4,60,Relay/Other,"27,06451","2706,45",62.21,4.05,5,"-1,00"
4,61,Relay/Other,"103,31882","10331,88",24.49,6.34,3,"-1,00"
4,62,Relay/Other,"48,78107","4878,11",14.73,46.24,8,"-1,00"
4,63,Relay/Other,"44,31125","4431,12",13.32,89.58,4,"-1,00"
4,64,Relay/Other,"127,89819","12789,82",75.06,82.14,7,"-1,00"
4,65,Relay/Other,"32,99948","3299,95",88.51,47.48,1,"-1,00"
4,66,Relay/Other,"31,68991","3168,99",18.81,82.92,7,"-1,00"
4,67,Relay/Other,"83,33924","8333,92",22.33,16.76,2,"-1,00"
4,68,Relay/Other,"132,49140","13249,14",17.95,70.51,6,"-1,00"
4,69,Relay/Other,"98,52166","9852,17",97.73,53.15,4,"-1,00"
4,70,Relay/Other,"160,40569","16040,57",60.65,78.29,5,"-1,00"
4,71,Relay/Other,"102,58214","10258,21",90.92,78.64,1,"-1,00"
4,72,Relay/Other,"56,59888","5659,89",76.17,46.63,2,"-1,00"
4,73,Relay/Other,"89,23962","8923,96",68.67,88.48,4,"-1,00"
4,74,Relay/Other,"153,25425","15325,43",84.29,55.77,7,"-1,00"
4,75,Relay/Other,"186,86454","18686,45",72.81,14.98,3,"-1,00"
4,76,Relay/Other,"81,95207","8195,21",14.14,89.17,2,"-1,00"
4,77,Relay/Other,"86,13441","8613,44",34.55,53.61,5,"-1,00"
4,78,Relay/Other,"88,58844","8858,84",81.5,6.23,8,"-1,00"
4,79,Relay/Other,"105,01436","10501,44",79.08,23.17,2,"-1,00"
4,80,Relay/Other,"135,70781","13570,78",8.86,71.21,2,"-1,00"
5,1,Client,"2682,19937","268219,94",17.8,28.53,6,"-1,00"
5,2,Client,"2522,98259","252298,26",76.88,76.43,1,"-1,00"
5,3,Client,"4660,65451","466065,45",10.03,17.83,2,"-1,00"
5,4,Client,"1272,66622","127266,62",93.5,11.43,6,"-1,00"
5,5,Client,"2280,67839","228067,84",94.99,4.48,3,"-1,00"
5,6,Client,"3056,77003","305677,00",66.53,78.29,5,"-1,00"
5,7,Malicious Server,"158,57765","15857,77",10.16,80.03,8,"0,00"
5,8,Malicious Server,"133,27800","13327,80",75.73,16.46,5,"0,00"
5,9,Malicious Server,"232,11060","23211,06",32.15,47.01,7,"0,00"
5,10,Malicious Server,"75,04082","7504,08",6.69,65.56,4,"0,00"
5,11,Malicious Server,"172,11848","17211,85",10.51,71.49,5,"0,00"
5,12,Malicious Server,"157,87449","15787,45",56.05,24.64,3,"0,00"
5,13,Malicious Server,"234,65314","23465,31",97.1,37.48,1,"0,00"
5,14,Malicious Server,"201,70657","20170,66",77.37,38.03,1,"0,00"
5,15,Malicious Server,"81,67826","8167,83",47.1,41.05,4,"0,00"
5,16,Malicious Server,"220,21196","22021,20",55.59,61.34,1,"0,00"
5,17,Malicious Server,"302,05056","30205,06",93.5,84.19,3,"0,00"
5,18,Malicious Server,"46,19512","4619,51",78.99,91.1,7,"0,00"
5,19,Malicious Server,"127,19387","12719,39",87.46,89.86,1,"0,00"
5,20,Malicious Server,"159,64284","15964,28",94.37,63.8,8,"0,00"
5,21,Malicious Server,"260,72178","26072,18",51.5,38.3,4,"0,00"
5,22,Malicious Server,"84,81168","8481,17",27.71,16.87,2,"0,00"
5,23,Malicious Server,"88,73631","8873,63",67.08,71.7,5,"0,00"
5,24,Malicious Server,"90,78238","9078,24",25.3,42.3,3,"0,00"
5,25,Malicious Server,"185,39616","18539,62",52.72,22.53,5,"0,00"
5,26,Malicious Server,"185,28818","18528,82",46.35,5.91,7,"0,00"
5,27,Malicious Server,"206,32973","20632,97",39.43,36.05,6,"0,00"
5,28,Malicious Server,"321,64905","32164,90",6.06,40.71,4,"0,00"
5,29,Malicious Server,"182,20074","18220,07",54.17,19.95,4,"0,00"
5,30,Malicious Server,"393,67148","39367,15",4.23,10.12,7,"0,00"
5,31,Malicious Server,"180,84015","18084,01",84.86,51.25,1,"0,00"
5,32,Malicious Server,"288,97320","28897,32",37.36,55.38,3,"0,00"
5,33,Malicious Server,"173,80482","17380,48",71.65,14.89,1,"0,00"
5,34,Malicious Server,"167,01905","16701,90",29.81,63.35,5,"0,00"
5,35,Malicious Server,"180,26083","18026,08",22.06,75.44,6,"0,00"
5,36,Malicious Server,"114,84027","11484,03",58.36,86.81,2,"0,00"
5,37,Benevolent Server,"191,19321","19119,32",15.58,11.81,2,"1,00"
5,38,Benevolent Server,"386,64894","38664,89",46.78,86.35,2,"1,00"
5,39,Benevolent Server,"388,60554","38860,55",21.07,58.96,4,"1,00"
5,40,Benevolent Server,"182,33560","18233,56",63.83,97.95,1,"1,00"
5,41,Relay/Other,"262,32810","26232,81",71.44,93.8,8,"-1,00"
5,42,Relay/Other,"131,46368","13146,37",39.38,46.32,7,"-1,00"
