SimulationID,NodeID,NodeType,EnergyConsumed
2,7,Malicious Server,"120,08090"
2,8,Malicious Server,"257,45519"
2,9,Malicious Server,"82,21825"
2,10,Malicious Server,"277,87954"
2,11,Malicious Server,"141,06704"
2,12,Malicious Server,"264,10452"
2,13,Malicious Server,"147,26662"
2,14,Malicious Server,"82,64137"
2,15,Malicious Server,"86,24707"
2,16,Malicious Server,"195,63631"
2,17,Malicious Server,"164,62940"
2,18,Malicious Server,"110,76262"
2,19,Malicious Server,"279,25151"
2,20,Malicious Server,"105,27702"
2,21,Malicious Server,"126,52365"
2,22,Malicious Server,"335,32602"
2,23,Malicious Server,"240,94588"
2,24,Malicious Server,"186,65599"
2,25,Malicious Server,"114,19453"
2,26,Malicious Server,"154,25096"
2,27,Malicious Server,"181,76514"
2,28,Malicious Server,"123,56982"
2,29,Malicious Server,"131,79391"
2,30,Malicious Server,"162,08749"
2,31,Malicious Server,"331,17384"
2,32,Malicious Server,"207,83774"
2,33,Malicious Server,"106,26949"
2,34,Malicious Server,"125,29544"
2,35,Malicious Server,"125,94624"
2,36,Malicious Server,"96,02470"
2,37,Benevolent Server,"158,11428"
2,38,Benevolent Server,"200,24703"
2,39,Benevolent Server,"378,03639"
2,40,Benevolent Server,"182,57843"
2,41,Relay/Other,"167,72526"
2,42,Relay/Other,"191,56856"
2,43,Relay/Other,"67,31035"
2,44,Relay/Other,"65,39187"
2,45,Relay/Other,"228,83870"
2,46,Relay/Other,"157,52159"
2,47,Relay/Other,"51,13622"
2,48,Relay/Other,"59,46344"
2,49,Relay/Other,"49,47950"
2,50,Relay/Other,"269,20795"
2,51,Relay/Other,"89,45825"
2,52,Relay/Other,"96,56456"
2,53,Relay/Other,"137,16056"
2,54,Relay/Other,"43,38824"
2,55,Relay/Other,"89,53895"
2,56,Relay/Other,"105,05550"
2,57,Relay/Other,"120,80215"
2,58,Relay/Other,"89,67611"
2,59,Relay/Other,"59,44359"
2,60,Relay/Other,"64,62289"
2,61,Relay/Other,"242,58757"
2,62,Relay/Other,"145,50178"
2,63,Relay/Other,"52,78692"
2,64,Relay/Other,"128,79000"
2,65,Relay/Other,"286,77148"
2,66,Relay/Other,"162,17072"
2,67,Relay/Other,"31,13602"
2,68,Relay/Other,"101,98235"
2,69,Relay/Other,"61,63298"
2,70,Relay/Other,"128,02434"
2,71,Relay/Other,"61,63865"
2,72,Relay/Other,"115,77669"
2,73,Relay/Other,"109,78397"
2,74,Relay/Other,"43,52626"
2,75,Relay/Other,"47,75186"
2,76,Relay/Other,"264,32134"
2,77,Relay/Other,"96,72129"
2,78,Relay/Other,"61,57874"
2,79,Relay/Other,"148,01496"
2,80,Relay/Other,"141,61379"
3,1,Client,"2801,34625"
3,2,Client,"2285,69493"
3,3,Client,"3912,28013"
3,4,Client,"1771,00000"
3,5,Client,"1058,35285"
3,6,Client,"2966,18369"
3,7,Malicious Server,"46,30745"
3,8,Malicious Server,"259,56324"
3,9,Malicious Server,"280,89853"
3,10,Malicious Server,"371,80138"
3,11,Malicious Server,"155,92830"
3,12,Malicious Server,"308,89178"
3,13,Malicious Server,"132,99079"
3,14,Malicious Server,"90,84331"
3,15,Malicious Server,"256,87504"
3,16,Malicious Server,"379,61839"
3,17,Malicious Server,"197,73006"
3,18,Malicious Server,"300,31600"
3,19,Malicious Server,"217,82554"
3,20,Malicious Server,"116,42308"
3,21,Malicious Server,"223,88335"
3,22,Malicious Server,"145,53076"
3,23,Malicious Server,"269,62770"
3,24,Malicious Server,"92,72869"
3,25,Malicious Server,"108,02464"
3,26,Malicious Server,"309,77581"
3,27,Malicious Server,"117,25331"
3,28,Malicious Server,"304,38875"
3,29,Malicious Server,"346,67777"
3,30,Malicious Server,"199,79261"
3,31,Malicious Server,"232,44565"
3,32,Malicious Server,"113,73539"
3,33,Malicious Server,"251,17080"
3,34,Malicious Server,"161,96773"
3,35,Malicious Server,"324,66475"
3,36,Malicious Server,"59,30810"
3,37,Benevolent Server,"301,38783"
3,38,Benevolent Server,"521,03343"
3,39,Benevolent Server,"436,95016"
3,40,Benevolent Server,"318,51541"
3,41,Relay/Other,"89,49161"
3,42,Relay/Other,"150,90751"
3,43,Relay/Other,"163,24104"
3,44,Relay/Other,"249,26131"
3,45,Relay/Other,"171,63788"
3,46,Relay/Other,"33,98585"
3,47,Relay/Other,"232,97102"
3,48,Relay/Other,"212,21096"
3,49,Relay/Other,"257,38934"
3,50,Relay/Other,"190,86709"
3,51,Relay/Other,"179,03378"
3,52,Relay/Other,"171,47080"
3,53,Relay/Other,"215,74239"
3,54,Relay/Other,"280,37535"
3,55,Relay/Other,"115,97643"
3,56,Relay/Other,"205,74963"
3,57,Relay/Other,"58,34475"
3,58,Relay/Other,"24,72870"
3,59,Relay/Other,"80,90959"
3,60,Relay/Other,"196,47451"
3,61,Relay/Other,"236,51763"
3,62,Relay/Other,"94,06897"
3,63,Relay/Other,"225,36742"
3,64,Relay/Other,"58,59613"
3,65,Relay/Other,"49,57792"
3,66,Relay/Other,"242,52522"
3,67,Relay/Other,"255,22318"
3,68,Relay/Other,"103,18297"
3,69,Relay/Other,"124,31190"
3,70,Relay/Other,"137,72836"
3,71,Relay/Other,"235,93142"
3,72,Relay/Other,"116,78979"
3,73,Relay/Other,"185,02615"
3,74,Relay/Other,"154,09248"
3,75,Relay/Other,"52,94033"
3,76,Relay/Other,"251,04502"
3,77,Relay/Other,"127,11318"
3,78,Relay/Other,"36,90331"
3,79,Relay/Other,"132,10288"
3,80,Relay/Other,"93,16897"
4,1,Client,"2733,36478"
4,2,Client,"2663,89302"
4,3,Client,"3188,03065"
4,4,Client,"4155,79562"
4,5,Client,"2639,21685"
4,6,Client,"1429,90925"
4,7,Malicious Server,"158,93595"
4,8,Malicious Server,"68,52947"
4,9,Malicious Server,"65,07996"
4,10,Malicious Server,"162,34088"
4,11,Malicious Server,"230,63983"
4,12,Malicious Server,"280,34864"
4,13,Malicious Server,"179,86272"
4,14,Malicious Server,"46,58694"
4,15,Malicious Server,"100,12438"
4,16,Malicious Server,"189,22128"
4,17,Malicious Server,"149,97834"
4,18,Malicious Server,"195,73252"
4,19,Malicious Server,"102,14812"
4,20,Malicious Server,"108,15927"
4,21,Malicious Server,"104,62423"
4,22,Malicious Server,"176,25648"
4,23,Malicious Server,"139,88219"
4,24,Malicious Server,"88,98279"
4,25,Malicious Server,"239,40605"
4,26,Malicious Server,"75,93395"
4,27,Malicious Server,"59,58591"
4,28,Malicious Server,"279,30401"
4,29,Malicious Server,"85,99609"
4,30,Malicious Server,"112,76727"
4,31,Malicious Server,"271,40770"
4,32,Malicious Server,"327,18198"
4,33,Malicious Server,"103,54401"
4,34,Malicious Server,"211,93501"
4,35,Malicious Server,"67,26882"
4,36,Malicious Server,"143,41860"
4,37,Benevolent Server,"634,80772"
4,38,Benevolent Server,"180,90367"
4,39,Benevolent Server,"486,34183"
4,40,Benevolent Server,"377,44284"
4,41,Relay/Other,"63,05192"
4,42,Relay/Other,"118,69840"
4,43,Relay/Other,"208,69908"
4,44,Relay/Other,"200,57660"
4,45,Relay/Other,"39,56040"
4,46,Relay/Other,"103,02525"
4,47,Relay/Other,"59,52144"
4,48,Relay/Other,"135,40365"
4,49,Relay/Other,"122,66318"
4,50,Relay/Other,"114,73823"
4,51,Relay/Other,"99,19305"
4,52,Relay/Other,"97,64330"
4,53,Relay/Other,"47,75208"
4,54,Relay/Other,"92,38723"
4,55,Relay/Other,"161,40181"
4,56,Relay/Other,"82,34496"
4,57,Relay/Other,"170,46809"
4,58,Relay/Other,"62,41344"
4,59,Relay/Other,"86,68554"
4,60,Relay/Other,"27,06451"
4,61,Relay/Other,"103,31882"
4,62,Relay/Other,"48,78107"
4,63,Relay/Other,"44,31125"
4,64,Relay/Other,"127,89819"
4,65,Relay/Other,"32,99948"
4,66,Relay/Other,"31,68991"
4,67,Relay/Other,"83,33924"
4,68,Relay/Other,"132,49140"
4,69,Relay/Other,"98,52166"
4,70,Relay/Other,"160,40569"
4,71,Relay/Other,"102,58214"
4,72,Relay/Other,"56,59888"
4,73,Relay/Other,"89,23962"
4,74,Relay/Other,"153,25425"
4,75,Relay/Other,"186,86454"
4,76,Relay/Other,"81,95207"
4,77,Relay/Other,"86,13441"
4,78,Relay/Other,"88,58844"
4,79,Relay/Other,"105,01436"
4,80,Relay/Other,"135,70781"
5,1,Client,"2682,19937"
5,2,Client,"2522,98259"
5,3,Client,"4660,65451"
5,4,Client,"1272,66622"
5,5,Client,"2280,67839"
5,6,Client,"3056,77003"
5,7,Malicious Server,"158,57765"
5,8,Malicious Server,"133,27800"
5,9,Malicious Server,"232,11060"
5,10,Malicious Server,"75,04082"
5,11,Malicious Server,"172,11848"
5,12,Malicious Server,"157,87449"
5,13,Malicious Server,"234,65314"
5,14,Malicious Server,"201,70657"
5,15,Malicious Server,"81,67826"
5,16,Malicious Server,"220,21196"
5,17,Malicious Server,"302,05056"
5,18,Malicious Server,"46,19512"
5,19,Malicious Server,"127,19387"
5,20,Malicious Server,"159,64284"
5,21,Malicious Server,"260,72178"
5,22,Malicious Server,"84,81168"
5,23,Malicious Server,"88,73631"
5,24,Malicious Server,"90,78238"
5,25,Malicious Server,"185,39616"
5,26,Malicious Server,"185,28818"
5,27,Malicious Server,"206,32973"
5,28,Malicious Server,"321,64905"
5,29,Malicious Server,"182,20074"
5,30,Malicious Server,"393,67148"
5,31,Malicious Server,"180,84015"
5,32,Malicious Server,"288,97320"
5,33,Malicious Server,"173,80482"
5,34,Malicious Server,"167,01905"
5,35,Malicious Server,"180,26083"
5,36,Malicious Server,"114,84027"
5,37,Benevolent Server,"191,19321"
5,38,Benevolent Server,"386,64894"
5,39,Benevolent Server,"388,60554"
5,40,Benevolent Server,"182,33560"
5,41,Relay/Other,"262,32810"
5,42,Relay/Other,"131,46368"
5,43,Relay/Other,"213,42814"
5,44,Relay/Other,"36,76502"
5,45,Relay/Other,"90,19065"
5,46,Relay/Other,"77,05752"
5,47,Relay/Other,"224,13180"
5,48,Relay/Other,"275,73295"
5,49,Relay/Other,"34,81768"
5,50,Relay/Other,"212,76608"
5,51,Relay/Other,"76,81022"
5,52,Relay/Other,"147,10293"
5,53,Relay/Other,"144,52182"
5,54,Relay/Other,"51,20563"
5,55,Relay/Other,"76,77335"
5,56,Relay/Other,"196,07265"
5,57,Relay/Other,"183,10195"
5,58,Relay/Other,"39,70435"
5,59,Relay/Other,"279,82446"
5,60,Relay/Other,"163,41767"
5,61,Relay/Other,"135,85849"
5,62,Relay/Other,"42,23407"
5,63,Relay/Other,"56,90359"
5,64,Relay/Other,"178,14969"
5,65,Relay/Other,"230,24211"
5,66,Relay/Other,"54,68208"
5,67,Relay/Other,"137,08173"
5,68,Relay/Other,"74,78884"
5,69,Relay/Other,"74,83066"
5,70,Relay/Other,"205,28361"
5,71,Relay/Other,"59,61029"
5,72,Relay/Other,"83,84519"
5,73,Relay/Other,"181,57511"
5,74,Relay/Other,"206,33987"
5,75,Relay/Other,"69,46021"
5,76,Relay/Other,"160,15464"
5,77,Relay/Other,"57,65218"
5,78,Relay/Other,"285,49788"
5,79,Relay/Other,"55,64957"
5,80,Relay/Other,"141,74660"
