TRMSim-WSN Simulation Results - Tab-Separated Values
Generated: 2026-03-22 08:00:00
Scenario: drone-contested  |  Model: BTRM_WSN  |  Total Records: 40

ID	Timestamp	Model	Satisfied	Avg_Satisfaction	Avg_Path_Length	Client_Energy	Malicious_Energy	Benevolent_Energy	Relay_Energy	Avg_Sensor_Energy	PreTrusted_Energy	PowerNode_Energy	VeryHigh_Count	High_Count	Medium_Count	Low_Count	VeryLow_Count	VeryHigh_%	High_%	Medium_%	Low_%	VeryLow_%
30	2026-03-22 08:30:30	BTRM_WSN	YES	0,83626	4,79514	16193,68752	6165,96719	1602,82797	7140,97703	388,79325	0,0	0,0	60	1	1	11	7	75.00%	1.25%	1.25%	13.75%	8.75%
31	2026-03-22 08:31:37	BTRM_WSN	YES	0,86272	3,78114	11928,26980	2424,69845	1469,14273	5367,21607	264,86659	0,0	0,0	62	1	0	10	7	77.50%	1.25%	0.00%	12.50%	8.75%
32	2026-03-22 08:32:44	BTRM_WSN	YES	0,83369	3,78001	18993,00487	2615,52393	1277,44553	3188,92022	325,93618	0,0	0,0	61	4	2	6	7	76.25%	5.00%	2.50%	7.50%	8.75%
33	2026-03-22 08:33:51	BTRM_WSN	YES	0,81666	3,12548	21216,40965	4280,81681	1071,79010	3694,04205	378,28823	0,0	0,0	60	3	0	7	10	75.00%	3.75%	0.00%	8.75%	12.50%
34	2026-03-22 08:34:58	BTRM_WSN	YES	0,85187	3,77728	22909,68542	6841,74448	947,17835	6611,76760	466,37970	0,0	0,0	67	4	0	3	6	83.75%	5.00%	0.00%	3.75%	7.50%
35	2026-03-22 08:35:05	BTRM_WSN	YES	0,83837	2,98937	13334,96225	4900,21747	1803,93821	7625,17475	345,80366	0,0	0,0	59	3	0	9	9	73.75%	3.75%	0.00%	11.25%	11.25%
36	2026-03-22 08:36:12	BTRM_WSN	YES	0,82131	4,81170	15857,07097	5379,30169	1571,16557	6329,36499	364,21129	0,0	0,0	59	2	1	13	5	73.75%	2.50%	1.25%	16.25%	6.25%
37	2026-03-22 08:37:19	BTRM_WSN	YES	0,78605	4,61775	20981,93946	3893,09484	1347,73596	4695,33027	386,47626	0,0	0,0	56	1	2	16	5	70.00%	1.25%	2.50%	20.00%	6.25%
38	2026-03-22 08:38:26	BTRM_WSN	YES	0,86209	3,83959	18776,51826	7366,85050	1137,39202	4854,56442	401,69156	0,0	0,0	65	0	1	10	4	81.25%	0.00%	1.25%	12.50%	5.00%
39	2026-03-22 08:39:33	BTRM_WSN	YES	0,87746	2,94679	19895,90000	5528,28804	1357,05039	6962,73714	421,79969	0,0	0,0	66	3	0	6	5	82.50%	3.75%	0.00%	7.50%	6.25%
40	2026-03-22 08:40:40	BTRM_WSN	YES	0,83120	4,06558	21112,41683	3060,79867	606,59538	3890,21422	358,37531	0,0	0,0	64	1	1	9	5	80.00%	1.25%	1.25%	11.25%	6.25%
